filename,class
indoorCVPR_09/Images/children_room/img_0499_22_.jpg,children_room
indoorCVPR_09/Images/computerroom/computer_room06.jpg,computerroom
indoorCVPR_09/Images/office/o4.jpg,office
indoorCVPR_09/Images/waitingroom/sala_de_espera_01_14_altavista.jpg,waitingroom
indoorCVPR_09/Images/hairsalon/_peluqueria2_w_gra.jpg,hairsalon
indoorCVPR_09/Images/warehouse/warehouse_0041.jpg,warehouse
indoorCVPR_09/Images/toystore/jugueteria_08_09_yahoo.jpg,toystore
indoorCVPR_09/Images/shoeshop/tienda_zapatos.jpg,shoeshop
indoorCVPR_09/Images/stairscase/TA_99_3_0525_34_l.jpg,stairscase
indoorCVPR_09/Images/classroom/biblioteca2.jpg,classroom
indoorCVPR_09/Images/movietheater/movietheater_google_0020.jpg,movietheater
indoorCVPR_09/Images/hairsalon/salon_karin_pc080158.jpg,hairsalon
indoorCVPR_09/Images/greenhouse/051011Greenhouse.jpg,greenhouse
indoorCVPR_09/Images/office/office19.jpg,office
indoorCVPR_09/Images/bedroom/indoor_0194.jpg,bedroom
indoorCVPR_09/Images/laundromat/wasserette.jpg,laundromat
indoorCVPR_09/Images/studiomusic/08_alex_studio_shoot_053.jpg,studiomusic
indoorCVPR_09/Images/videostore/410w.jpg,videostore
indoorCVPR_09/Images/pantry/pantry_164_02_flickr.jpg,pantry
indoorCVPR_09/Images/deli/deli_06_11_altavista.jpg,deli
indoorCVPR_09/Images/laboratorywet/dscn0387.jpg,laboratorywet
indoorCVPR_09/Images/laundromat/3349laundromat_01.jpg,laundromat
indoorCVPR_09/Images/airport_inside/airport_inside_0130.jpg,airport_inside
indoorCVPR_09/Images/artstudio/artist_studio_33_14_altavista.jpg,artstudio
indoorCVPR_09/Images/bookstore/bookstore_03_09_flickr.jpg,bookstore
indoorCVPR_09/Images/bathroom/indoor_0404.jpg,bathroom
indoorCVPR_09/Images/toystore/1164876979_0.jpg,toystore
indoorCVPR_09/Images/cloister/cloister66.jpg,cloister
indoorCVPR_09/Images/operating_room/surgery_room_09_16_altavista.jpg,operating_room
indoorCVPR_09/Images/inside_subway/inside_subway_0378.jpg,inside_subway
indoorCVPR_09/Images/bathroom/indoor_0323.jpg,bathroom
indoorCVPR_09/Images/inside_bus/inside_bus_029.jpg,inside_bus
indoorCVPR_09/Images/clothingstore/indeximage.jpg,clothingstore
indoorCVPR_09/Images/poolinside/0310_piscines_8.jpg,poolinside
indoorCVPR_09/Images/laboratorywet/wet_lab_38_18_altavista.jpg,laboratorywet
indoorCVPR_09/Images/prisoncell/prison_cell_22_19_altavista.jpg,prisoncell
indoorCVPR_09/Images/toystore/InsideofStore.jpg,toystore
indoorCVPR_09/Images/artstudio/artist_studio_50_19_altavista.jpg,artstudio
indoorCVPR_09/Images/gameroom/sallejeux567.jpg,gameroom
indoorCVPR_09/Images/warehouse/warehouse_0096.jpg,warehouse
indoorCVPR_09/Images/bedroom/hunter_room.jpg,bedroom
indoorCVPR_09/Images/cloister/Cloisterold.jpg,cloister
indoorCVPR_09/Images/studiomusic/int772.jpg,studiomusic
indoorCVPR_09/Images/dining_room/yellow_dining_room.jpg,dining_room
indoorCVPR_09/Images/dining_room/kitchen052.jpg,dining_room
indoorCVPR_09/Images/gameroom/Catskill_Hall_Recreational_Room.jpg,gameroom
indoorCVPR_09/Images/grocerystore/mod16b.jpg,grocerystore
indoorCVPR_09/Images/trainstation/estacion_de_tren_08_03_altavista.jpg,trainstation
indoorCVPR_09/Images/bakery/best_bakery_08_01_altavista.jpg,bakery
indoorCVPR_09/Images/hospitalroom/IMG_0124.jpg,hospitalroom
indoorCVPR_09/Images/tv_studio/studiocameras24_65_.jpg,tv_studio
indoorCVPR_09/Images/hospitalroom/hosp_073.jpg,hospitalroom
indoorCVPR_09/Images/inside_bus/inside_bus_036.jpg,inside_bus
indoorCVPR_09/Images/auditorium/spaauditorium2_1__69.jpg,auditorium
indoorCVPR_09/Images/pantry/pantry_106_24_flickr.jpg,pantry
indoorCVPR_09/Images/pantry/pantry_28_01_flickr.jpg,pantry
indoorCVPR_09/Images/airport_inside/airport_inside_0029.jpg,airport_inside
indoorCVPR_09/Images/classroom/AULA11_1TAMAOGRANDE.jpg,classroom
indoorCVPR_09/Images/clothingstore/kleidung01.jpg,clothingstore
indoorCVPR_09/Images/bathroom/b11.jpg,bathroom
indoorCVPR_09/Images/pantry/pantry_43_24_flickr.jpg,pantry
indoorCVPR_09/Images/closet/df_0_0.jpg,closet
indoorCVPR_09/Images/gym/gimnasio_48_07_altavista.jpg,gym
indoorCVPR_09/Images/kindergarden/preschool_large.jpg,kindergarden
indoorCVPR_09/Images/poolinside/piscine_interieur.jpg,poolinside
indoorCVPR_09/Images/winecellar/ca_97_2_287_35a_l.jpg,winecellar
indoorCVPR_09/Images/inside_bus/inside_bus_045.jpg,inside_bus
indoorCVPR_09/Images/toystore/toys_store_45_15_altavista.jpg,toystore
indoorCVPR_09/Images/classroom/int116.jpg,classroom
indoorCVPR_09/Images/deli/deli_158_04_flickr.jpg,deli
indoorCVPR_09/Images/office/estudio2.jpg,office
indoorCVPR_09/Images/subway/metropolitana_24_08_altavista.jpg,subway
indoorCVPR_09/Images/hairsalon/hair.jpg,hairsalon
indoorCVPR_09/Images/restaurant/restaurant_09_11_altavista.jpg,restaurant
indoorCVPR_09/Images/bar/bar_0171.jpg,bar
indoorCVPR_09/Images/operating_room/operating_room_03_18_altavista.jpg,operating_room
indoorCVPR_09/Images/laboratorywet/laboratorio_quimica_02_08_altavista.jpg,laboratorywet
indoorCVPR_09/Images/studiomusic/IglooMusicStudio2.jpg,studiomusic
indoorCVPR_09/Images/closet/twincitiesclosets.jpg,closet
indoorCVPR_09/Images/bar/bar_0528.jpg,bar
indoorCVPR_09/Images/children_room/06playroom_2_.jpg,children_room
indoorCVPR_09/Images/bedroom/room34.jpg,bedroom
indoorCVPR_09/Images/bar/bar_0430.jpg,bar
indoorCVPR_09/Images/concert_hall/theater.jpg,concert_hall
indoorCVPR_09/Images/operating_room/operating_room_05_09_altavista.jpg,operating_room
indoorCVPR_09/Images/classroom/salle_classe_int.jpg,classroom
indoorCVPR_09/Images/corridor/room513.jpg,corridor
indoorCVPR_09/Images/hospitalroom/IMG_3470.jpg,hospitalroom
indoorCVPR_09/Images/bathroom/indoor_0452.jpg,bathroom
indoorCVPR_09/Images/dining_room/dining010.jpg,dining_room
indoorCVPR_09/Images/inside_bus/inside_bus_075.jpg,inside_bus
indoorCVPR_09/Images/florist/florist_86_15_flickr.jpg,florist
indoorCVPR_09/Images/hospitalroom/Birthing_room_2.jpg,hospitalroom
indoorCVPR_09/Images/concert_hall/ConcertHallInterior.jpg,concert_hall
indoorCVPR_09/Images/gym/SALLE3.jpg,gym
indoorCVPR_09/Images/auditorium/auditorium_side_view_134.jpg,auditorium
indoorCVPR_09/Images/inside_subway/inside_subway_0151.jpg,inside_subway
indoorCVPR_09/Images/tv_studio/dsc02482_38_.jpg,tv_studio
indoorCVPR_09/Images/toystore/Image13852843.jpg,toystore
indoorCVPR_09/Images/classroom/img_0007.jpg,classroom
indoorCVPR_09/Images/closet/Closet_Before_1_.jpg,closet
indoorCVPR_09/Images/dining_room/d15.jpg,dining_room
indoorCVPR_09/Images/computerroom/12_student_classroom_4_computer_training_1.jpg,computerroom
indoorCVPR_09/Images/studiomusic/estudio03.jpg,studiomusic
indoorCVPR_09/Images/lobby/sLobby14.jpg,lobby
indoorCVPR_09/Images/artstudio/art_painting_studio_19_07_altavista.jpg,artstudio
indoorCVPR_09/Images/auditorium/auditorium_6__126.jpg,auditorium
indoorCVPR_09/Images/bakery/panaderia_37_09_yahoo.jpg,bakery
indoorCVPR_09/Images/kitchen/kitchen138.jpg,kitchen
indoorCVPR_09/Images/prisoncell/18_jail.jpg,prisoncell
indoorCVPR_09/Images/elevator/elevator_google_0020.jpg,elevator
indoorCVPR_09/Images/florist/floreria_07_08_flickr.jpg,florist
indoorCVPR_09/Images/inside_bus/inside_bus_014.jpg,inside_bus
indoorCVPR_09/Images/garage/12_large.jpg,garage
indoorCVPR_09/Images/garage/GaragePOP_526x800.jpg,garage
indoorCVPR_09/Images/winecellar/bodega_36_10_yahoo.jpg,winecellar
indoorCVPR_09/Images/library/Bibliotheque.jpg,library
indoorCVPR_09/Images/subway/subway_0334.jpg,subway
indoorCVPR_09/Images/gameroom/gameroom_tennis.jpg,gameroom
indoorCVPR_09/Images/clothingstore/arredo_negozio_abbigliamento.jpg,clothingstore
indoorCVPR_09/Images/grocerystore/grocery_isle.jpg,grocerystore
indoorCVPR_09/Images/gym/Gym1_png.jpg,gym
indoorCVPR_09/Images/casino/casino_0491.jpg,casino
indoorCVPR_09/Images/studiomusic/StudioA1.jpg,studiomusic
indoorCVPR_09/Images/garage/ThierGarageStoreHomePage2.jpg,garage
indoorCVPR_09/Images/toystore/Spielzeug_101_24_flickr.jpg,toystore
indoorCVPR_09/Images/grocerystore/bstone1.jpg,grocerystore
indoorCVPR_09/Images/movietheater/movietheater_google_0007.jpg,movietheater
indoorCVPR_09/Images/prisoncell/carcel_carabanchel_04.jpg,prisoncell
indoorCVPR_09/Images/buffet/126829079_ec08a3996c.jpg,buffet
indoorCVPR_09/Images/dentaloffice/dentista_70_19_flickr.jpg,dentaloffice
indoorCVPR_09/Images/bedroom/int107.jpg,bedroom
indoorCVPR_09/Images/corridor/pasillo_bajo_c.jpg,corridor
indoorCVPR_09/Images/studiomusic/control_room_web.jpg,studiomusic
indoorCVPR_09/Images/cloister/image.jpg,cloister
indoorCVPR_09/Images/airport_inside/airport_inside_0309.jpg,airport_inside
indoorCVPR_09/Images/closet/2007_09_07_nursery_WhiteelfaKidsReachInCloset.jpg,closet
indoorCVPR_09/Images/computerroom/Computer_room65.jpg,computerroom
indoorCVPR_09/Images/garage/basement_4.jpg,garage
indoorCVPR_09/Images/concert_hall/concert.hall.jpg,concert_hall
indoorCVPR_09/Images/shoeshop/706140700191528.jpg,shoeshop
indoorCVPR_09/Images/bedroom/bedroom14.jpg,bedroom
indoorCVPR_09/Images/bathroom/bath244.jpg,bathroom
indoorCVPR_09/Images/kindergarden/gingerroom1.jpg,kindergarden
indoorCVPR_09/Images/dentaloffice/dentista_11_09_altavista.jpg,dentaloffice
indoorCVPR_09/Images/meeting_room/conf25.jpg,meeting_room
indoorCVPR_09/Images/operating_room/surgery_room_01_18_altavista.jpg,operating_room
indoorCVPR_09/Images/poolinside/your_pool.jpg,poolinside
indoorCVPR_09/Images/library/publiclibrarypic.jpg,library
indoorCVPR_09/Images/buffet/450px_Houseparty_buffet.jpg,buffet
indoorCVPR_09/Images/concert_hall/400px_National_Theater_and_Concert_Hall_of_Taiwan.jpg,concert_hall
indoorCVPR_09/Images/airport_inside/airport_inside_0246.jpg,airport_inside
indoorCVPR_09/Images/operating_room/surgery_room_47_11_altavista.jpg,operating_room
indoorCVPR_09/Images/deli/deli_13_14_yahoo.jpg,deli
indoorCVPR_09/Images/kitchen/k3.jpg,kitchen
indoorCVPR_09/Images/children_room/imgp0662_20_.jpg,children_room
indoorCVPR_09/Images/tv_studio/sandiego_newsteam_61_.jpg,tv_studio
indoorCVPR_09/Images/office/room12.jpg,office
indoorCVPR_09/Images/church_inside/metropolitana_136_23_flickr.jpg,church_inside
indoorCVPR_09/Images/clothingstore/MVC_013F.jpg,clothingstore
indoorCVPR_09/Images/laundromat/PIC00033.jpg,laundromat
indoorCVPR_09/Images/gameroom/TA_99_2_0321_32_l.jpg,gameroom
indoorCVPR_09/Images/poolinside/Lis_3.jpg,poolinside
indoorCVPR_09/Images/jewelleryshop/tienda4.jpg,jewelleryshop
indoorCVPR_09/Images/airport_inside/airport_inside_0449.jpg,airport_inside
indoorCVPR_09/Images/bathroom/n190015.jpg,bathroom
indoorCVPR_09/Images/hairsalon/L_UniversDeL_Hom_01_photo_AG.jpg,hairsalon
indoorCVPR_09/Images/laboratorywet/Tissue_culture.jpg,laboratorywet
indoorCVPR_09/Images/auditorium/photo_of_auditorium_1__160.jpg,auditorium
indoorCVPR_09/Images/closet/closet05.jpg,closet
indoorCVPR_09/Images/florist/3_1001.jpg,florist
indoorCVPR_09/Images/bookstore/librairie_Ermeton_sur_Biert_500_PIXELS.jpg,bookstore
indoorCVPR_09/Images/studiomusic/home.jpg,studiomusic
indoorCVPR_09/Images/grocerystore/grocery1.jpg,grocerystore
indoorCVPR_09/Images/deli/deli_97_23_flickr.jpg,deli
indoorCVPR_09/Images/bowling/bowling_0008.jpg,bowling
indoorCVPR_09/Images/jewelleryshop/photo_hpf_boutique_kobe.jpg,jewelleryshop
indoorCVPR_09/Images/inside_bus/inside_bus_097.jpg,inside_bus
indoorCVPR_09/Images/concert_hall/jack_singer_concert_hall01.jpg,concert_hall
indoorCVPR_09/Images/casino/casino_0133.jpg,casino
indoorCVPR_09/Images/airport_inside/airport_inside_0431.jpg,airport_inside
indoorCVPR_09/Images/toystore/toys_store_06_15_altavista.jpg,toystore
indoorCVPR_09/Images/waitingroom/waiting_room_36_14_altavista.jpg,waitingroom
indoorCVPR_09/Images/corridor/room473.jpg,corridor
indoorCVPR_09/Images/concert_hall/interiorconcert02.jpg,concert_hall
indoorCVPR_09/Images/laboratorywet/wet_lab_08_05_altavista.jpg,laboratorywet
indoorCVPR_09/Images/restaurant/chambre_resto_2.jpg,restaurant
indoorCVPR_09/Images/hospitalroom/op_Room.jpg,hospitalroom
indoorCVPR_09/Images/videostore/mws_STOREINT.jpg,videostore
indoorCVPR_09/Images/auditorium/mc2_auditorium_1__63.jpg,auditorium
indoorCVPR_09/Images/jewelleryshop/silver_jewellery_shop1.jpg,jewelleryshop
indoorCVPR_09/Images/corridor/corridora4.jpg,corridor
indoorCVPR_09/Images/gameroom/room381.jpg,gameroom
indoorCVPR_09/Images/bathroom/n190010.jpg,bathroom
indoorCVPR_09/Images/classroom/classroom_006.jpg,classroom
indoorCVPR_09/Images/nursery/Chambre_Bebe_Babble_Circus.jpg,nursery
indoorCVPR_09/Images/trainstation/gare_154_14_flickr.jpg,trainstation
indoorCVPR_09/Images/church_inside/friedrichswerdersche_kirche_eglise_friedrichswerder_03a.jpg,church_inside
indoorCVPR_09/Images/auditorium/kingsway_20auditorium_jpg_60.jpg,auditorium
indoorCVPR_09/Images/auditorium/dunning_20auditorium_52.jpg,auditorium
indoorCVPR_09/Images/waitingroom/400_Waiting_Room_2.jpg,waitingroom
indoorCVPR_09/Images/bakery/best_bakery_12_16_altavista.jpg,bakery
indoorCVPR_09/Images/airport_inside/airport_inside_0015.jpg,airport_inside
indoorCVPR_09/Images/museum/museo_32_01_altavista.jpg,museum
indoorCVPR_09/Images/deli/deli_24_19_altavista.jpg,deli
indoorCVPR_09/Images/inside_subway/inside_subway_0194.jpg,inside_subway
indoorCVPR_09/Images/warehouse/warehouse_0221.jpg,warehouse
indoorCVPR_09/Images/gameroom/OR_99_2_5387_32_l.jpg,gameroom
indoorCVPR_09/Images/kindergarden/image4.jpg,kindergarden
indoorCVPR_09/Images/buffet/buffet5.jpg,buffet
indoorCVPR_09/Images/fastfood_restaurant/resto.jpg,fastfood_restaurant
indoorCVPR_09/Images/nursery/Chambre_Bebe_Kids_Gallery.jpg,nursery
indoorCVPR_09/Images/deli/deli_128_19_flickr.jpg,deli
indoorCVPR_09/Images/computerroom/room201.jpg,computerroom
indoorCVPR_09/Images/laboratorywet/wet_lab_01_17_altavista.jpg,laboratorywet
indoorCVPR_09/Images/office/o9.jpg,office
indoorCVPR_09/Images/garage/garage_103.jpg,garage
indoorCVPR_09/Images/hospitalroom/habitacion_hospital_07_11_altavista.jpg,hospitalroom
indoorCVPR_09/Images/livingroom/n457041.jpg,livingroom
indoorCVPR_09/Images/stairscase/S26.jpg,stairscase
indoorCVPR_09/Images/pantry/pantry_23_13_flickr.jpg,pantry
indoorCVPR_09/Images/grocerystore/kasten_supermarkt_brouwers2_spar.jpg,grocerystore
indoorCVPR_09/Images/operating_room/operating_room_13_03_altavista.jpg,operating_room
indoorCVPR_09/Images/restaurant_kitchen/restaurant_kitchen_google_0063.jpg,restaurant_kitchen
indoorCVPR_09/Images/classroom/dam_classroom4.jpg,classroom
indoorCVPR_09/Images/hairsalon/DSC_0091.jpg,hairsalon
indoorCVPR_09/Images/tv_studio/cd_teleideal_035_31_.jpg,tv_studio
indoorCVPR_09/Images/waitingroom/waitingroom03.jpg,waitingroom
indoorCVPR_09/Images/florist/florist2.jpg,florist
indoorCVPR_09/Images/museum/museo_106_06_flickr.jpg,museum
indoorCVPR_09/Images/church_inside/metropolitana_19_23_flickr.jpg,church_inside
indoorCVPR_09/Images/bookstore/ladder2.jpg,bookstore
indoorCVPR_09/Images/children_room/playroom_lg_35_.jpg,children_room
indoorCVPR_09/Images/computerroom/informatica2.jpg,computerroom
indoorCVPR_09/Images/deli/deli_106_13_flickr.jpg,deli
indoorCVPR_09/Images/poolinside/30_x_50_Pool_Cover_Vertical_Inside_Shot.jpg,poolinside
indoorCVPR_09/Images/gameroom/FW_97_8_0587_31_l.jpg,gameroom
indoorCVPR_09/Images/hospitalroom/cama_hospital_09_09_altavista.jpg,hospitalroom
indoorCVPR_09/Images/bar/bar_0236.jpg,bar
indoorCVPR_09/Images/computerroom/749300760_2f7b1f5ccb.jpg,computerroom
indoorCVPR_09/Images/restaurant/restaurant_03_10_altavista.jpg,restaurant
indoorCVPR_09/Images/classroom/sala_aula.jpg,classroom
indoorCVPR_09/Images/bedroom/roomscan36.jpg,bedroom
indoorCVPR_09/Images/gameroom/LV_04_02_0006_06_l.jpg,gameroom
indoorCVPR_09/Images/closet/816977_Orig.jpg,closet
indoorCVPR_09/Images/trainstation/int55.jpg,trainstation
indoorCVPR_09/Images/kitchen/cdmc1194.jpg,kitchen
indoorCVPR_09/Images/laboratorywet/laboratorio_quimica_04_03_altavista.jpg,laboratorywet
indoorCVPR_09/Images/grocerystore/CHG_GROCERY_2.jpg,grocerystore
indoorCVPR_09/Images/jewelleryshop/store4_49_.jpg,jewelleryshop
indoorCVPR_09/Images/poolinside/pool_inside_18_08_altavista.jpg,poolinside
indoorCVPR_09/Images/bookstore/Libreria_13_15_altavista.jpg,bookstore
indoorCVPR_09/Images/inside_bus/inside_bus_068.jpg,inside_bus
indoorCVPR_09/Images/tv_studio/tv_studio324_116_.jpg,tv_studio
indoorCVPR_09/Images/casino/casino_0372.jpg,casino
indoorCVPR_09/Images/laundromat/laundryroom02.jpg,laundromat
indoorCVPR_09/Images/grocerystore/318111272_14218344c8.jpg,grocerystore
indoorCVPR_09/Images/operating_room/operating_room_34_08_altavista.jpg,operating_room
indoorCVPR_09/Images/bar/bar_0574.jpg,bar
indoorCVPR_09/Images/mall/West_End_Mall_3_DSC01801_m.jpg,mall
indoorCVPR_09/Images/greenhouse/dads_greenhouse.jpg,greenhouse
indoorCVPR_09/Images/prisoncell/jail_cell2.jpg,prisoncell
indoorCVPR_09/Images/elevator/elevator_google_0012.jpg,elevator
indoorCVPR_09/Images/artstudio/artist_studio_47_03_altavista.jpg,artstudio
indoorCVPR_09/Images/clothingstore/boutique3.jpg,clothingstore
indoorCVPR_09/Images/artstudio/art_painting_studio_04_10_altavista.jpg,artstudio
indoorCVPR_09/Images/classroom/Sala_de_Clases2.jpg,classroom
indoorCVPR_09/Images/meeting_room/conference_room_1_lr_sm.jpg,meeting_room
indoorCVPR_09/Images/greenhouse/greenhouse6789.jpg,greenhouse
indoorCVPR_09/Images/prisoncell/scr_newjail1.jpg,prisoncell
indoorCVPR_09/Images/waitingroom/Waiting-room.jpg,waitingroom
indoorCVPR_09/Images/library/bibliothek1df.jpg,library
indoorCVPR_09/Images/stairscase/Escalier_B1.jpg,stairscase
indoorCVPR_09/Images/elevator/elevator_google_0013.jpg,elevator
indoorCVPR_09/Images/lobby/salones_04.jpg,lobby
indoorCVPR_09/Images/deli/deli_62_12_flickr.jpg,deli
indoorCVPR_09/Images/corridor/slobby27.jpg,corridor
indoorCVPR_09/Images/fastfood_restaurant/32170441.jpg,fastfood_restaurant
indoorCVPR_09/Images/greenhouse/med_gallery_3601_179_581844.jpg,greenhouse
indoorCVPR_09/Images/gym/herade_inside.jpg,gym
indoorCVPR_09/Images/bakery/bakery_16_12_yahoo.jpg,bakery
indoorCVPR_09/Images/greenhouse/geranium.jpg,greenhouse
indoorCVPR_09/Images/poolinside/pool_inside_23_18_altavista.jpg,poolinside
indoorCVPR_09/Images/bedroom/b24.jpg,bedroom
indoorCVPR_09/Images/lobby/lobby05.jpg,lobby
indoorCVPR_09/Images/bar/bar_0118.jpg,bar
indoorCVPR_09/Images/cloister/claustro_romanico.jpg,cloister
indoorCVPR_09/Images/dentaloffice/dentista_30_20_altavista.jpg,dentaloffice
indoorCVPR_09/Images/clothingstore/ins35.jpg,clothingstore
indoorCVPR_09/Images/auditorium/auditori_1__91.jpg,auditorium
indoorCVPR_09/Images/winecellar/wine_cellar_floor_stone_gif.jpg,winecellar
indoorCVPR_09/Images/children_room/playroom28_61_.jpg,children_room
indoorCVPR_09/Images/computerroom/ComputerClassroom1.jpg,computerroom
indoorCVPR_09/Images/casino/casino_0007.jpg,casino
indoorCVPR_09/Images/lobby/lobby17.jpg,lobby
indoorCVPR_09/Images/livingroom/l14.jpg,livingroom
indoorCVPR_09/Images/prisoncell/carcel_143_15_flickr.jpg,prisoncell
indoorCVPR_09/Images/computerroom/SalleInformatique45.jpg,computerroom
indoorCVPR_09/Images/casino/casino_0028.jpg,casino
indoorCVPR_09/Images/bakery/bakery.jpg,bakery
indoorCVPR_09/Images/inside_bus/inside_bus_048.jpg,inside_bus
indoorCVPR_09/Images/nursery/baby_bedding.jpg,nursery
indoorCVPR_09/Images/lobby/AT_05_04_4000_59_l.jpg,lobby
indoorCVPR_09/Images/poolinside/room153.jpg,poolinside
indoorCVPR_09/Images/artstudio/artist_studio_49_04_altavista.jpg,artstudio
indoorCVPR_09/Images/garage/mso901_1f_sportswallandlockersystem_w609.jpg,garage
indoorCVPR_09/Images/inside_bus/inside_bus_062.jpg,inside_bus
indoorCVPR_09/Images/cloister/Claustro_de_la_catedral_de_Roda_de_Isabena.jpg,cloister
indoorCVPR_09/Images/closet/showroom.jpg,closet
indoorCVPR_09/Images/garage/3009Garaje.jpg,garage
indoorCVPR_09/Images/movietheater/p1010969_1__27.jpg,movietheater
indoorCVPR_09/Images/poolinside/N190005.jpg,poolinside
indoorCVPR_09/Images/corridor/p1010080_c.jpg,corridor
indoorCVPR_09/Images/garage/2006_09Action02.jpg,garage
indoorCVPR_09/Images/poolinside/pool_inside_34_04_altavista.jpg,poolinside
indoorCVPR_09/Images/movietheater/movietheater_google_0005.jpg,movietheater
indoorCVPR_09/Images/concert_hall/euph_soh_concert_hall_2300.jpg,concert_hall
indoorCVPR_09/Images/prisoncell/jailcell6edited.jpg,prisoncell
indoorCVPR_09/Images/artstudio/artist_studio_28_09_altavista.jpg,artstudio
indoorCVPR_09/Images/dentaloffice/dentista_74_08_flickr.jpg,dentaloffice
indoorCVPR_09/Images/trainstation/gare_137_21_flickr.jpg,trainstation
indoorCVPR_09/Images/computerroom/computer_lab.jpg,computerroom
indoorCVPR_09/Images/hospitalroom/hospital_room_10_01_altavista.jpg,hospitalroom
indoorCVPR_09/Images/tv_studio/plato2_96_.jpg,tv_studio
indoorCVPR_09/Images/auditorium/grandauditorium_1__56.jpg,auditorium
indoorCVPR_09/Images/kindergarden/preschool_2.jpg,kindergarden
indoorCVPR_09/Images/kitchen/k9.jpg,kitchen
indoorCVPR_09/Images/bowling/bowling_0010.jpg,bowling
indoorCVPR_09/Images/mall/consumer1.jpg,mall
indoorCVPR_09/Images/dentaloffice/dentista_04_19_flickr.jpg,dentaloffice
indoorCVPR_09/Images/studiomusic/rspixstudio1.jpg,studiomusic
indoorCVPR_09/Images/winecellar/bodega_48_09_flickr.jpg,winecellar
